Wavelength	Counts
823.6866	241.03861
824.0096	267.95477
824.3326	255.66696
824.6556	289.01959
824.9785	242.20888
825.3014	252.74129
825.6242	272.05071
825.9469	242.79401
826.2696	249.23048
826.5922	260.93316
826.9148	248.06021
827.2374	247.47508
827.5599	286.09392
827.8823	248.06021
828.2047	286.09392
828.527	268.5399
828.8493	269.71017
829.1716	256.25209
829.4937	263.2737
829.8159	276.14664
830.1379	259.17776
830.46	249.23048
830.7819	274.97638
831.1039	260.34803
831.4257	243.96428
831.7476	266.19937
832.0693	260.93316
832.391	246.88995
832.7127	240.45347
833.0343	284.92365
833.3559	260.34803
833.6774	267.95477
833.9988	293.11553
834.3202	272.63584
834.6416	241.03861
834.9629	244.54941
835.2842	266.7845
835.6054	248.06021
835.9265	265.61423
836.2476	266.7845
836.5686	266.7845
